,MAS_S,MAS_O,MAS_D,MAS_M,PD,METACOG
97570,8.0,4.5,2.5,5.0,24.0,20.0
97571,8.0,5.0,3.0,7.5,42.0,23.5
97572,6.5,5.5,3.0,7.5,39.0,22.5
97573,7.0,5.0,2.5,7.5,25.0,22.0
97574,5.5,6.0,2.0,5.5,47.0,19.0
97575,5.5,4.5,1.5,4.5,50.0,16.0
97576,7.5,5.5,2.0,7.0,36.0,22.0
97577,7.0,5.5,3.0,4.5,46.0,20.0
97578,5.5,5.5,1.5,5.5,28.0,18.0
97579,6.5,4.5,1.5,5.5,34.0,18.0
97580,6.0,4.0,3.0,5.5,44.0,18.5
97581,5.5,5.5,1.5,7.0,50.0,19.5
97582,6.0,5.5,2.5,5.0,25.0,19.0
97583,5.5,4.5,3.0,4.5,30.0,17.5
97584,7.0,5.5,3.0,5.0,39.0,20.5
97585,7.0,6.0,2.0,8.0,37.0,23.0
97586,7.5,4.5,1.5,5.5,33.0,19.0
97587,7.5,4.0,1.5,5.5,23.0,18.5
97588,8.0,5.0,2.5,6.5,46.0,22.0
97590,7.0,5.5,1.5,4.5,35.0,18.5
97591,6.0,4.0,3.0,6.5,41.0,19.5
97592,8.0,4.5,1.5,5.5,50.0,19.5
97593,8.0,6.0,2.0,8.0,33.0,24.0
97594,6.5,6.0,2.0,5.5,46.0,20.0
97595,7.5,4.5,2.0,5.5,36.0,19.5
97596,8.0,5.5,2.5,5.5,32.0,21.5
97597,7.0,4.5,3.0,8.0,42.0,22.5
97598,5.5,4.0,1.5,6.0,28.0,17.0
97599,6.5,5.0,3.0,6.0,31.0,20.5
97600,7.5,5.5,3.0,7.0,34.0,23.0
97601,7.0,4.0,3.0,4.5,32.0,18.5
97602,7.5,5.0,3.0,5.5,48.0,21.0
97603,7.0,4.0,2.5,7.5,37.0,21.0
97604,5.5,4.0,2.5,7.5,44.0,19.5
97605,8.0,5.0,2.0,5.5,36.0,20.5
97606,7.0,4.5,2.5,6.5,38.0,20.5
97607,7.0,6.0,3.0,6.5,27.0,22.5
97608,7.5,4.0,3.0,7.5,39.0,22.0
97609,5.5,5.5,3.0,7.5,34.0,21.5
97610,6.5,5.5,3.0,6.5,48.0,21.5
97611,8.0,6.0,2.0,6.5,28.0,22.5
97612,7.0,5.5,1.5,6.0,41.0,20.0
97613,7.5,4.0,3.0,4.5,49.0,19.0
97614,8.0,6.0,2.0,7.5,50.0,23.5
97615,7.5,4.5,2.0,8.0,34.0,22.0
97616,6.5,5.5,2.0,7.0,37.0,21.0
97617,6.0,5.0,3.0,4.5,29.0,18.5
97618,7.0,4.0,2.5,8.0,41.0,21.5
97619,6.5,4.0,1.5,8.0,27.0,20.0
97620,6.5,4.0,3.0,6.5,27.0,20.0
97621,5.5,4.5,3.0,8.0,23.0,21.0
97622,8.0,4.0,3.0,6.0,27.0,21.0
97623,8.0,4.5,2.0,7.0,28.0,21.5
97624,6.5,6.0,3.0,6.0,25.0,21.5
97625,8.0,4.5,2.0,7.0,29.0,21.5
97626,8.0,4.5,2.5,7.0,44.0,22.0
97627,7.0,4.5,2.0,6.0,39.0,19.5
97628,7.0,5.5,1.5,5.0,24.0,19.0
97629,8.0,6.0,2.5,7.0,48.0,23.5
97630,7.0,6.0,1.5,6.5,46.0,21.0
97631,8.0,5.0,2.5,6.5,47.0,22.0
97632,7.0,5.5,3.0,5.0,36.0,20.5
97633,6.5,4.0,2.5,7.0,32.0,20.0
97634,6.0,6.0,2.0,8.0,27.0,22.0
97635,7.5,4.0,1.5,6.0,28.0,19.0
97636,8.0,4.0,2.0,4.5,42.0,18.5
97637,8.0,6.0,2.0,5.0,26.0,21.0
97638,6.0,4.0,1.5,7.5,38.0,19.0
97639,5.5,4.0,1.5,7.5,41.0,18.5
97640,7.5,4.5,2.5,4.5,34.0,19.0
97641,8.0,5.5,2.5,5.5,31.0,21.5
97642,7.0,6.0,2.5,8.0,45.0,23.5
97643,8.0,5.0,1.5,5.0,29.0,19.5
97644,7.5,5.5,2.0,5.5,26.0,20.5
97645,6.5,4.5,2.5,5.5,24.0,19.0
97646,7.0,6.0,1.5,5.0,26.0,19.5
97647,7.0,4.5,1.5,6.5,42.0,19.5
97648,5.5,4.0,2.0,6.5,49.0,18.0
97649,7.5,5.0,2.5,5.0,36.0,20.0
97650,6.0,5.5,3.0,6.5,24.0,21.0
97651,5.5,5.5,3.0,7.0,34.0,21.0
97652,6.5,5.0,1.5,4.5,43.0,17.5
97653,7.5,4.0,2.0,6.0,38.0,19.5
97654,6.0,4.0,3.0,5.0,45.0,18.0
97655,7.5,4.0,1.5,6.5,30.0,19.5
97656,8.0,5.0,2.5,4.5,35.0,20.0
97657,7.0,4.0,2.0,5.0,47.0,18.0
97658,6.5,5.5,2.0,5.0,36.0,19.0
97659,6.0,5.5,3.0,7.0,40.0,21.5
97660,6.0,5.0,2.0,4.5,42.0,17.5
97661,7.0,5.0,2.0,5.5,49.0,19.5
97662,6.0,6.0,2.5,5.0,37.0,19.5
97663,6.5,5.5,1.5,5.0,32.0,18.5
97664,8.0,6.0,2.0,4.5,40.0,20.5
97665,7.0,5.0,1.5,8.0,39.0,21.5
97666,5.5,4.0,2.5,5.0,37.0,17.0
97667,5.5,5.5,2.0,4.5,36.0,17.5
97668,7.5,5.5,2.5,6.5,42.0,22.0
97669,7.5,5.0,2.5,6.0,43.0,21.0
97670,8.0,4.5,2.0,6.0,37.0,20.5
97671,8.0,5.5,1.5,6.5,34.0,21.5
97672,6.0,6.0,1.5,5.5,25.0,19.0
97673,8.0,5.0,1.5,7.5,43.0,22.0
97674,8.0,5.0,1.5,6.0,47.0,20.5
97675,8.0,5.5,3.0,6.0,26.0,22.5
97676,5.5,4.5,2.5,7.5,49.0,20.0
97677,6.0,4.0,1.5,6.5,34.0,18.0
97678,6.0,4.5,1.5,4.5,30.0,16.5
97679,6.5,6.0,2.0,6.5,36.0,21.0
97680,6.5,6.0,3.0,7.0,49.0,22.5
97681,7.5,4.5,1.5,8.0,32.0,21.5
97682,7.0,4.0,2.5,7.5,39.0,21.0
97683,8.0,4.5,3.0,4.5,28.0,20.0
97684,5.5,6.0,3.0,5.0,31.0,19.5
97685,6.5,4.0,2.0,6.0,32.0,18.5
97686,6.0,5.5,2.5,8.0,48.0,22.0
97687,6.5,5.5,2.0,8.0,47.0,22.0
97688,8.0,5.5,1.5,5.0,24.0,20.0
97689,5.5,5.5,3.0,5.0,45.0,19.0
97690,6.0,5.5,2.0,6.5,50.0,20.0
97691,5.5,4.0,2.0,4.5,29.0,16.0
97692,5.5,6.0,2.0,4.5,33.0,18.0
97693,6.5,5.0,2.5,8.0,28.0,22.0
97694,6.5,6.0,1.5,6.0,33.0,20.0
97695,6.0,5.5,3.0,6.5,40.0,21.0
97696,6.0,4.0,1.5,6.0,24.0,17.5
97697,7.5,4.0,3.0,7.5,38.0,22.0
97698,6.0,6.0,3.0,4.5,23.0,19.5
97699,7.0,5.0,2.5,7.0,46.0,21.5
97700,6.5,5.5,3.0,6.0,36.0,21.0
97701,6.0,5.5,3.0,4.5,38.0,19.0
97702,7.5,5.0,1.5,6.5,50.0,20.5
97703,8.0,6.0,2.5,7.5,49.0,24.0
97704,7.0,5.5,1.5,5.0,46.0,19.0
97705,7.5,5.5,3.0,4.5,27.0,20.5
97706,7.0,5.0,3.0,5.0,41.0,20.0
97707,8.0,5.0,2.0,4.5,39.0,19.5
97708,6.5,5.5,3.0,7.5,43.0,22.5
97709,5.5,4.0,2.0,7.5,26.0,19.0
97710,8.0,6.0,2.0,4.5,31.0,20.5
97711,6.0,6.0,3.0,6.0,26.0,21.0
97712,6.5,4.0,2.0,4.5,31.0,17.0
97713,6.0,5.0,1.5,5.5,33.0,18.0
97714,7.5,5.5,2.0,5.0,39.0,20.0
97715,8.0,5.5,2.0,6.0,43.0,21.5
97716,7.0,4.0,3.0,7.5,47.0,21.5
97717,6.0,5.5,2.0,7.5,26.0,21.0
97718,7.5,5.5,1.5,5.0,43.0,19.5
97719,8.0,6.0,2.0,8.0,50.0,24.0
97720,8.0,5.0,1.5,5.5,43.0,20.0
97721,6.5,4.5,3.0,6.5,45.0,20.5
97722,8.0,4.5,3.0,5.0,50.0,20.5
97723,5.5,5.5,2.0,6.0,38.0,19.0
97724,7.5,6.0,3.0,6.0,24.0,22.5
97725,6.0,4.5,1.5,7.5,43.0,19.5
97726,6.5,5.5,2.5,4.5,40.0,19.0
97727,8.0,4.5,3.0,8.0,30.0,23.5
97728,6.0,5.5,3.0,5.0,47.0,19.5
97729,6.0,5.5,1.5,5.0,23.0,18.0
97730,6.5,4.5,1.5,6.0,42.0,18.5
97731,8.0,5.5,1.5,6.0,30.0,21.0
97732,7.5,6.0,1.5,8.0,34.0,23.0
97733,5.5,5.0,1.5,7.5,27.0,19.5
97734,8.0,5.0,1.5,6.5,39.0,21.0
97735,6.0,5.0,1.5,6.5,24.0,19.0
97736,7.5,6.0,2.5,8.0,39.0,24.0
97737,6.5,4.0,2.5,7.0,45.0,20.0
97738,7.5,4.0,2.5,6.5,45.0,20.5
97739,6.0,5.5,1.5,6.0,42.0,19.0
97740,8.0,6.0,3.0,7.0,46.0,24.0
97741,8.0,5.0,2.5,4.5,45.0,20.0
97742,6.5,5.0,1.5,8.0,42.0,21.0
97743,7.0,6.0,2.5,5.5,28.0,21.0
97744,6.0,5.5,1.5,5.5,40.0,18.5
97745,6.0,4.5,3.0,5.0,50.0,18.5
97746,6.0,4.5,3.0,6.0,32.0,19.5
97747,6.5,4.0,2.5,5.5,23.0,18.5
97748,8.0,6.0,2.0,8.0,44.0,24.0
97749,6.5,4.0,1.5,5.0,45.0,17.0
97750,7.5,5.5,1.5,8.0,43.0,22.5
97751,8.0,4.5,2.0,4.5,31.0,19.0
97752,6.0,4.5,1.5,8.0,34.0,20.0
97753,7.5,6.0,2.0,5.0,32.0,20.5
97754,6.5,5.5,2.5,8.0,25.0,22.5
97755,5.5,4.5,2.0,6.5,26.0,18.5
97756,6.5,6.0,1.5,7.0,49.0,21.0
97757,6.5,5.5,3.0,6.5,35.0,21.5
97758,6.0,6.0,1.5,5.5,23.0,19.0
97759,6.5,6.0,2.0,7.0,35.0,21.5
97760,7.0,5.5,1.5,7.5,38.0,21.5
97761,7.5,4.5,1.5,6.0,48.0,19.5
97762,8.0,5.0,2.0,5.0,30.0,20.0
97763,6.0,4.0,1.5,5.0,43.0,16.5
97764,6.5,6.0,2.5,5.5,39.0,20.5
97765,6.0,5.0,1.5,5.0,38.0,17.5
97766,7.5,5.5,3.0,7.5,37.0,23.5
97767,5.5,6.0,1.5,8.0,43.0,21.0
97768,8.0,5.0,2.5,4.5,28.0,20.0
97769,7.5,6.0,2.0,6.5,49.0,22.0
97771,7.0,4.5,1.5,5.5,37.0,18.5
97772,7.0,4.5,2.0,6.0,27.0,19.5
97773,5.5,5.5,2.0,6.0,29.0,19.0
97774,5.5,5.5,2.5,8.0,29.0,21.5
97775,7.5,4.5,1.5,8.0,44.0,21.5
97776,7.5,5.0,3.0,8.0,34.0,23.5
97777,6.0,6.0,2.0,6.0,32.0,20.0
97778,6.5,6.0,3.0,5.0,47.0,20.5
97779,6.0,5.0,1.5,6.5,36.0,19.0
97780,7.0,4.0,3.0,6.0,48.0,20.0
97781,6.0,5.5,3.0,6.5,49.0,21.0
97782,5.5,6.0,1.5,4.5,38.0,17.5
97783,6.5,6.0,3.0,5.0,34.0,20.5
97784,7.0,4.5,1.5,6.5,42.0,19.5
97785,8.0,5.0,1.5,5.0,35.0,19.5
97786,6.5,5.5,2.0,7.0,45.0,21.0
97787,6.5,5.5,1.5,6.0,36.0,19.5
97788,7.5,6.0,2.5,6.0,35.0,22.0
97789,5.5,5.0,2.5,6.5,29.0,19.5
97790,7.0,4.0,2.5,6.0,49.0,19.5
97791,6.5,6.0,1.5,7.5,44.0,21.5
97792,5.5,5.0,2.0,7.5,37.0,20.0
97793,8.0,5.0,3.0,4.5,39.0,20.5
97794,6.5,5.5,2.5,7.0,24.0,21.5
97795,6.0,6.0,2.0,7.5,46.0,21.5
97796,8.0,4.0,2.0,7.5,47.0,21.5
97797,5.5,4.0,2.0,5.0,24.0,16.5
97798,7.5,5.5,2.0,5.0,34.0,20.0
97799,6.5,5.5,1.5,5.5,25.0,19.0
97800,6.5,6.0,3.0,6.0,41.0,21.5
97801,6.0,5.5,1.5,8.0,33.0,21.0
97802,5.5,5.5,2.0,5.0,39.0,18.0
97803,6.0,5.5,1.5,5.5,36.0,18.5
97804,6.5,5.5,3.0,6.5,27.0,21.5
97805,6.5,5.0,3.0,6.0,34.0,20.5
97806,6.0,4.0,2.5,5.0,29.0,17.5
97807,6.5,5.0,2.0,6.5,36.0,20.0
97808,7.0,5.0,2.5,7.5,40.0,22.0
97809,6.0,5.5,2.5,7.5,44.0,21.5
97810,8.0,6.0,1.5,7.0,35.0,22.5
97811,7.5,6.0,2.5,7.0,44.0,23.0
97812,7.5,4.5,1.5,5.0,29.0,18.5
97813,8.0,4.5,2.0,5.0,31.0,19.5
97814,7.5,5.5,1.5,5.0,24.0,19.5
97815,6.0,5.5,3.0,5.0,32.0,19.5
97816,7.5,5.0,2.5,7.5,25.0,22.5
97817,7.0,5.0,2.5,8.0,26.0,22.5
97818,7.5,6.0,2.0,5.5,31.0,21.0
97819,7.0,4.5,3.0,6.5,47.0,21.0
97820,5.5,5.5,2.5,6.5,23.0,20.0
97821,5.5,6.0,1.5,6.5,45.0,19.5
97822,7.5,5.0,2.5,6.0,29.0,21.0
97823,5.5,4.5,1.5,5.5,38.0,17.0
97824,7.0,4.5,1.5,5.0,35.0,18.0
97825,8.0,4.5,3.0,5.5,25.0,21.0
97826,6.5,5.0,3.0,5.5,33.0,20.0
97827,6.0,4.0,1.5,7.5,24.0,19.0
97828,6.0,5.5,2.5,6.0,35.0,20.0
97829,8.0,4.5,2.5,5.0,36.0,20.0
97830,5.5,4.5,3.0,6.0,41.0,19.0
97831,7.5,6.0,2.5,4.5,37.0,20.5
97832,8.0,5.5,2.5,6.5,29.0,22.5
97833,6.5,4.5,3.0,5.5,50.0,19.5
97834,7.0,4.5,1.5,6.5,39.0,19.5
97835,6.0,6.0,2.5,7.0,31.0,21.5
97836,6.5,4.0,2.0,7.0,26.0,19.5
97837,6.0,4.0,1.5,4.5,46.0,16.0
97838,7.0,4.0,2.0,7.5,47.0,20.5
97839,7.5,6.0,2.0,8.0,30.0,23.5
97840,5.5,5.5,2.0,7.0,41.0,20.0
97841,6.5,4.0,1.5,6.5,46.0,18.5
97842,6.5,6.0,1.5,6.0,40.0,20.0
97843,6.5,6.0,3.0,5.0,29.0,20.5
97844,6.0,5.0,2.0,5.5,37.0,18.5
97845,8.0,4.5,2.0,7.0,26.0,21.5
97846,5.5,5.0,3.0,7.0,32.0,20.5
97847,5.5,5.5,1.5,4.5,39.0,17.0
97848,6.0,5.0,1.5,7.5,44.0,20.0
97849,6.0,5.5,1.5,7.5,26.0,20.5
97850,7.5,6.0,2.5,5.0,49.0,21.0
97851,7.5,4.0,1.5,8.0,42.0,21.0
97852,5.5,6.0,3.0,4.5,35.0,19.0
97853,8.0,4.0,2.0,8.0,28.0,22.0
97854,7.5,4.0,2.5,6.0,43.0,20.0
97855,7.5,4.5,1.5,8.0,25.0,21.5
97856,7.5,5.5,2.0,7.5,50.0,22.5
97857,7.0,6.0,1.5,4.5,28.0,19.0
97858,8.0,5.0,2.5,8.0,50.0,23.5
97859,8.0,4.5,2.0,5.0,44.0,19.5
97860,7.5,5.5,2.5,6.0,47.0,21.5
97861,7.0,4.0,3.0,6.5,43.0,20.5
97862,6.5,6.0,2.0,7.0,36.0,21.5
97863,8.0,6.0,2.5,5.5,29.0,22.0
97864,7.5,4.0,1.5,7.0,33.0,20.0
97865,8.0,6.0,3.0,8.0,41.0,25.0
97866,8.0,5.5,3.0,8.0,48.0,24.5
97867,7.5,4.5,3.0,5.5,47.0,20.5
97868,5.5,4.0,2.5,7.5,39.0,19.5
97869,7.5,4.5,2.0,7.0,25.0,21.0
97870,6.5,4.5,1.5,6.0,32.0,18.5
97871,6.5,5.5,2.0,7.0,37.0,21.0
97872,6.0,4.5,1.5,8.0,47.0,20.0
97873,7.5,6.0,3.0,4.5,45.0,21.0
97874,5.5,5.5,1.5,5.0,44.0,17.5
97875,6.0,5.0,3.0,5.0,47.0,19.0
97876,7.0,5.0,3.0,8.0,45.0,23.0
97877,7.0,5.0,1.5,6.5,37.0,20.0
97878,6.5,6.0,1.5,5.0,48.0,19.0
97879,6.5,5.5,2.5,7.0,32.0,21.5
97880,7.5,5.0,2.0,6.0,46.0,20.5
97881,7.5,4.0,3.0,5.0,46.0,19.5
97882,8.0,5.0,2.5,5.0,50.0,20.5
97883,8.0,4.0,1.5,5.0,39.0,18.5
97884,7.5,4.0,3.0,4.5,26.0,19.0
97885,6.0,5.5,2.0,5.5,26.0,19.0
97886,6.0,6.0,3.0,5.5,36.0,20.5
97887,7.0,5.0,3.0,5.0,40.0,20.0
97888,7.5,5.0,1.5,6.5,29.0,20.5
97889,7.0,5.0,2.0,8.0,35.0,22.0
97890,7.5,4.0,1.5,7.0,32.0,20.0
97891,6.0,5.0,2.0,5.5,36.0,18.5
97892,5.5,5.5,2.5,7.0,34.0,20.5
97893,6.5,5.0,2.5,6.5,24.0,20.5
97894,5.5,4.5,3.0,7.0,42.0,20.0
97895,6.5,5.5,1.5,6.5,25.0,20.0
97896,5.5,6.0,2.5,6.0,36.0,20.0
97897,6.0,6.0,1.5,6.0,49.0,19.5
97898,7.0,5.0,2.0,5.5,48.0,19.5
97899,6.0,5.5,2.5,7.0,31.0,21.0
97900,8.0,4.5,2.5,4.5,39.0,19.5
97901,8.0,4.0,1.5,6.5,34.0,20.0
97902,7.0,6.0,2.0,7.5,30.0,22.5
97903,6.0,4.0,3.0,6.0,42.0,19.0
97904,7.5,5.0,2.5,6.0,45.0,21.0
97905,6.0,5.5,3.0,6.5,36.0,21.0
97906,7.5,6.0,2.0,6.0,38.0,21.5
97907,5.5,5.5,1.5,6.0,24.0,18.5
97908,7.5,6.0,2.0,5.0,28.0,20.5
97909,7.0,4.0,2.5,6.0,33.0,19.5
97910,6.5,4.5,1.5,6.5,46.0,19.0
97911,5.5,4.0,3.0,4.5,41.0,17.0
97912,8.0,4.0,2.5,4.5,42.0,19.0
97913,6.5,6.0,2.5,7.5,26.0,22.5
97914,5.5,5.0,2.0,4.5,42.0,17.0
97915,5.5,5.0,2.5,5.0,31.0,18.0
97916,7.0,4.5,2.5,7.0,44.0,21.0
97917,7.5,4.0,2.5,6.5,50.0,20.5
97918,8.0,6.0,2.0,8.0,39.0,24.0
97919,7.0,6.0,2.5,4.5,43.0,20.0
97920,5.5,4.5,2.5,5.0,43.0,17.5
97921,8.0,6.0,1.5,7.0,36.0,22.5
97922,6.5,4.5,2.5,4.5,27.0,18.0
97923,5.5,6.0,1.5,5.5,48.0,18.5
97924,6.0,6.0,2.5,4.5,33.0,19.0
97925,6.5,5.5,1.5,5.5,50.0,19.0
97926,8.0,4.0,2.0,7.0,34.0,21.0
97927,7.5,4.0,1.5,4.5,23.0,17.5
97928,8.0,6.0,1.5,5.5,27.0,21.0
97929,8.0,5.0,2.5,5.5,34.0,21.0
97930,8.0,5.0,1.5,6.5,31.0,21.0
97931,6.0,5.0,2.5,6.5,31.0,20.0
97932,7.0,6.0,2.0,4.5,27.0,19.5
97933,5.5,5.5,1.5,4.5,26.0,17.0
97934,6.0,4.0,2.5,6.0,34.0,18.5
97935,6.0,4.5,3.0,5.0,23.0,18.5
97936,6.5,5.5,3.0,4.5,47.0,19.5
97937,5.5,5.0,2.0,7.0,50.0,19.5
97938,6.5,4.5,1.5,4.5,41.0,17.0
97939,8.0,5.5,3.0,8.0,33.0,24.5
97940,7.0,5.0,3.0,8.0,32.0,23.0
97941,7.5,4.5,2.5,7.0,40.0,21.5
97942,8.0,5.5,1.5,5.5,32.0,20.5
97943,6.5,6.0,3.0,8.0,28.0,23.5
97944,7.0,4.0,2.5,7.0,38.0,20.5
97945,7.5,6.0,2.5,7.5,27.0,23.5
97946,6.0,6.0,1.5,5.0,40.0,18.5
97947,6.0,6.0,1.5,5.5,42.0,19.0
97948,5.5,5.0,2.5,5.5,43.0,18.5
97949,5.5,6.0,3.0,5.5,44.0,20.0
97950,6.5,6.0,3.0,7.5,44.0,23.0
97951,5.5,4.0,2.0,5.5,28.0,17.0
97952,6.0,4.0,3.0,7.5,42.0,20.5
97953,7.0,6.0,3.0,4.5,34.0,20.5
97954,7.0,5.0,1.5,6.0,27.0,19.5
97955,5.5,6.0,2.0,7.5,39.0,21.0
97956,5.5,4.5,3.0,5.5,39.0,18.5
97957,7.5,5.0,3.0,8.0,48.0,23.5
97958,5.5,5.5,2.0,6.5,29.0,19.5
97959,7.5,4.5,3.0,6.0,49.0,21.0
97960,6.5,5.5,2.5,5.5,49.0,20.0
97961,6.0,6.0,3.0,4.5,36.0,19.5
97962,6.5,6.0,3.0,7.0,46.0,22.5
97963,8.0,4.5,3.0,4.5,23.0,20.0
97964,6.5,5.0,2.0,8.0,24.0,21.5
97965,7.5,6.0,3.0,5.5,41.0,22.0
97966,8.0,4.0,2.5,7.5,35.0,22.0
97967,5.5,5.5,2.0,7.0,35.0,20.0
97968,5.5,6.0,2.0,5.5,24.0,19.0
97969,5.5,4.0,3.0,8.0,37.0,20.5
97970,5.5,6.0,2.0,6.0,30.0,19.5
97971,6.5,6.0,3.0,7.5,48.0,23.0
97972,6.0,4.0,3.0,7.0,32.0,20.0
97973,5.5,4.5,2.0,7.0,23.0,19.0
97974,7.5,6.0,1.5,7.0,34.0,22.0
97975,8.0,6.0,1.5,5.5,31.0,21.0
97976,6.0,4.5,3.0,7.5,43.0,21.0
97977,8.0,5.0,2.0,5.0,50.0,20.0
97978,8.0,5.0,3.0,7.5,46.0,23.5
97979,6.0,6.0,3.0,5.0,39.0,20.0
97980,8.0,5.0,3.0,5.0,46.0,21.0
97981,7.5,5.5,1.5,8.0,42.0,22.5
97982,7.5,6.0,1.5,4.5,26.0,19.5
97983,8.0,6.0,1.5,6.0,34.0,21.5
97984,6.0,6.0,3.0,7.0,35.0,22.0
97985,7.0,5.0,1.5,7.5,38.0,21.0
97986,8.0,5.0,3.0,5.5,47.0,21.5
97987,5.5,5.5,2.0,5.0,33.0,18.0
97988,6.5,4.0,1.5,5.0,36.0,17.0
97989,8.0,4.0,3.0,4.5,25.0,19.5
97990,7.5,4.0,2.0,5.0,23.0,18.5
97991,5.5,4.0,2.5,8.0,37.0,20.0
97992,5.5,6.0,2.0,5.5,32.0,19.0
97993,7.0,4.0,1.5,7.5,24.0,20.0
97994,8.0,4.5,3.0,6.0,35.0,21.5
97995,5.5,5.5,2.5,5.0,34.0,18.5
97996,5.5,4.5,2.0,4.5,28.0,16.5
97997,6.0,6.0,2.0,7.5,48.0,21.5
97998,7.0,5.5,1.5,5.5,44.0,19.5
97999,6.5,6.0,2.5,5.5,24.0,20.5
98000,5.5,4.0,3.0,5.0,45.0,17.5
98001,8.0,5.5,2.5,5.0,28.0,21.0
98002,6.5,4.0,3.0,6.5,43.0,20.0
98003,5.5,4.0,2.5,7.0,41.0,19.0
98004,7.5,6.0,2.5,6.5,50.0,22.5
98005,8.0,5.0,2.5,6.0,30.0,21.5
98006,8.0,6.0,2.0,7.5,31.0,23.5
98007,6.5,5.0,2.0,6.5,35.0,20.0
98008,7.5,5.0,2.5,6.0,46.0,21.0
98009,8.0,4.0,3.0,6.0,25.0,21.0
98010,6.5,6.0,1.5,5.0,27.0,19.0
98011,7.5,4.5,1.5,4.5,24.0,18.0
98012,5.5,5.5,2.0,6.5,27.0,19.5
98013,7.0,5.5,2.5,4.5,31.0,19.5
98014,6.5,4.5,2.5,8.0,43.0,21.5
98015,7.0,4.0,2.5,4.5,39.0,18.0
98016,7.5,5.0,1.5,7.5,32.0,21.5
98017,5.5,4.5,2.5,6.5,44.0,19.0
98018,6.0,6.0,2.0,6.5,33.0,20.5
98019,8.0,5.5,3.0,6.0,28.0,22.5
98020,7.5,5.0,1.5,6.0,34.0,20.0
98021,8.0,4.0,3.0,8.0,45.0,23.0
98022,6.5,4.0,2.5,6.0,29.0,19.0
98023,8.0,4.0,3.0,6.5,43.0,21.5
98024,6.0,4.0,2.5,6.5,48.0,19.0
98025,6.0,4.5,1.5,8.0,47.0,20.0
98026,6.0,6.0,2.0,5.5,47.0,19.5
98027,5.5,4.5,2.5,4.5,31.0,17.0
98028,5.5,5.0,1.5,8.0,47.0,20.0
98029,7.5,5.0,2.0,5.0,42.0,19.5
98030,6.5,5.5,3.0,5.0,43.0,20.0
98031,5.5,6.0,2.5,6.0,28.0,20.0
98032,8.0,5.5,2.5,6.5,26.0,22.5
98033,6.5,5.5,2.5,6.0,29.0,20.5
98034,6.0,4.0,1.5,8.0,43.0,19.5
98035,5.5,4.5,1.5,6.0,38.0,17.5
98036,7.5,5.0,1.5,4.5,24.0,18.5
98037,7.5,4.5,2.0,5.0,39.0,19.0
98038,7.5,4.0,2.5,4.5,29.0,18.5
98039,7.5,5.5,3.0,6.5,47.0,22.5
98040,7.0,6.0,2.5,8.0,30.0,23.5
98041,8.0,4.5,1.5,8.0,39.0,22.0
98042,5.5,4.5,2.0,7.5,24.0,19.5
98043,7.0,6.0,2.5,6.0,48.0,21.5
98044,5.5,5.0,3.0,5.0,46.0,18.5
98045,6.5,6.0,3.0,6.5,23.0,22.0
98046,5.5,5.5,1.5,5.5,36.0,18.0
98047,6.0,5.0,3.0,8.0,31.0,22.0
98048,7.0,5.0,2.0,4.5,49.0,18.5
98049,6.5,5.5,1.5,7.0,50.0,20.5
98050,7.0,5.5,2.0,6.5,29.0,21.0
98051,6.5,5.0,3.0,4.5,36.0,19.0
98052,6.0,4.5,3.0,4.5,39.0,18.0
98053,7.0,6.0,1.5,7.5,27.0,22.0
98054,6.5,6.0,1.5,6.5,31.0,20.5
98055,8.0,5.0,1.5,7.5,44.0,22.0
98056,5.5,4.5,3.0,6.5,30.0,19.5
98057,6.0,5.0,2.5,6.5,42.0,20.0
98058,6.5,6.0,3.0,6.0,37.0,21.5
98059,7.0,6.0,1.5,6.5,42.0,21.0
98060,8.0,5.5,2.5,5.5,37.0,21.5
98061,6.0,4.5,2.5,7.0,29.0,20.0
98062,7.0,4.5,2.5,5.0,42.0,19.0
98063,7.0,4.0,3.0,4.5,50.0,18.5
98064,6.0,4.5,2.0,6.5,44.0,19.0
98065,6.0,5.0,2.5,7.0,42.0,20.5
98066,7.0,6.0,1.5,6.0,29.0,20.5
98067,5.5,6.0,2.5,8.0,39.0,22.0
98068,8.0,5.5,2.0,8.0,49.0,23.5
98069,6.5,5.5,2.5,6.0,32.0,20.5
98070,7.5,4.5,1.5,5.5,28.0,19.0
98071,6.0,5.5,2.5,4.5,50.0,18.5
98072,5.5,5.5,2.5,7.0,33.0,20.5
98073,7.0,5.0,2.0,6.5,37.0,20.5
98074,7.5,4.5,3.0,7.0,25.0,22.0
98075,6.0,5.0,1.5,6.0,29.0,18.5
98076,7.0,6.0,2.5,6.0,23.0,21.5
98077,5.5,4.5,3.0,7.0,44.0,20.0
98078,7.0,6.0,1.5,7.5,42.0,22.0
98079,7.0,5.5,1.5,5.0,43.0,19.0
98080,8.0,5.5,1.5,5.5,32.0,20.5
98081,6.0,4.5,1.5,7.0,43.0,19.0
98082,5.5,6.0,1.5,6.5,40.0,19.5
98083,7.5,5.0,2.5,5.5,45.0,20.5
98084,5.5,5.0,1.5,4.5,33.0,16.5
98085,8.0,4.5,1.5,6.0,24.0,20.0
98086,7.0,4.5,2.5,7.5,28.0,21.5
98087,8.0,4.5,2.0,5.5,50.0,20.0
98088,6.0,6.0,1.5,6.0,31.0,19.5
